"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"
"markit",0,0,0,0,7.89757859814174e-05,0,0.000582815515926058,0.00134596362981325,0,0.000411199636009422,0.000114873373727884,0.000331102911271515,0,0.000228544878457513,0.000189493208208581,3.81363134502291e-05
"max",0,0,0,0,0.000142714428428714,0,0,0.000694927032661571,0,0,0,0,0,0,0,0
"modi",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"msci",0,0,0,0,0.000142714428428714,0,0,0.000694927032661571,0,0,0,0,0,0,0,0
"nahb",0,0,0,0,0.000142714428428714,0.000842696629213483,0,0,0,0,0,0,0,0,0,0
"nar",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"narendra",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"niti",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"nymex",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"patel",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"pharmacenticaljournal",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"pra",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"pradhan",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"prashant",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"pta",0,0,0,0,0.000142714428428714,0.0248595505617978,0,0,0,0,0,0,0,0,0,0
"release",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"roe",0,0,0,0,0.000856286570572285,0,0,0,0,0,0,0,0,0,0,0.000826977855370762
"sac",0,0,0,0,0.00114171542742971,0,0,0,0,0,0,0,0,0,0,0
"salomon",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"scente",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"shfe",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"sport",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"sports",0,0,0,0,0.000570857713714857,0,0,0,0,0,0,0,0,0,0,0
"sprandi",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"subhash",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"suunto",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"tcs",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"teryx",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"thepoisonouspenofagathachristie",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"thepoisonsofa",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"ttm",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0,0.000137829642561794
"ture",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"tuvey",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"twitter",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"urjit",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"vix",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"wind",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0.000550660792951542,0.000456568884830499,9.18864283745291e-05
"wipro",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"yisforyester",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"啰嗦",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"阿迪亚",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"阿加莎",0,0,0,0,0.00266400266400266,0,0,0,0,0,0,0,0,0,0,0
"阿婆",0,0,0,0,0.000761143618286475,0,0,0,0,0,0,0,0,0,0,0
"阿托",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"埃森哲",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"哀歌",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"艾滋病",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"爱好者",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"爱惜",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"鞍钢",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"安全边际",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0,0.000826977855370762
"安全事件",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"安全系数",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"安全隐患",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"安世",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"安踏",0,0,0,0,0.00799200799200799,0,0,0,0,0,0,0,0,0,0,0
"安之若素",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"暗地",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"暗黑",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"案件",0,0,0,0,0.000856286570572285,0,0,0.000231642344220524,0.000212314225053079,0,0,0,0,0,0.000228284442415249,0
"案例",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"案情",0,0,0,0,0.000570857713714857,0,0,0,0,0,0,0,0,0,0,0
"案时",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"奥运会",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"澳洲",0,0,0,0,0.000239485072800434,0.000942737025344179,0,0.000194356254935446,0,0,0,0.00223118189750384,0.000201812616369529,0,0,0
"八号",0,0,0,0,0.000570857713714857,0,0,0,0,0,0,0,0,0,0,0
"巴塞尔",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"把关",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"把脉",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"白搭",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"白酒",0,0,0,0,9.51429522858094e-05,0,0,0.000231642344220524,0.000212314225053079,0,0,0,0,0,0,0.00294036570798493
"白狼",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"白马",0,0,0,0,0.00133200133200133,0,0,0,0,0,0,0,0,0,0,0
"白雪公主",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"百度",0,0,0,0,0.000142714428428714,0,0,0.00173731758165393,0,0,0,0,0,0,0,0
"百分之四点",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"百货",0,0,0,0,0.000713572142143571,0,0,0,0,0,0,0,0,0,0.000342426663622874,0
"百叶窗",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"百亿",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"摆幅",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"拜会",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"拜见",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"班级",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"班农",0,0,0,0,0.000570857713714857,0,0,0,0,0,0,0,0,0,0,0
"班农是",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"半个",0,0,0,0,0.000285428856857428,0,0,0,0,0,0,0,0,0,0,0.000137829642561794
"半周",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0.000398883127243718,0,0,0,0
"办理",0,0,0,0,0.000229773797562328,0,0,0,0,0,0,0,0,0,0.000551315488934789,0.000110954585099644
"保本",0,0,0,0,7.98283576001445e-05,0,0.000883660824177271,0,0,0,0.000928907780300381,0,0.000201812616369529,0,0,0.000231288050874663
"保定",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"保定市",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"保健",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"保险",0,0,0,0,0.000239485072800434,0,0,0.000194356254935446,0.000178139268058666,0,0,0,0.000201812616369529,0,0,0.000154192033916442
"保真",0,0,0,0,0.000570857713714857,0,0,0,0,0,0,0,0,0,0,0
"保证金",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0,0.000689148212808968
"保值",0,0,0,0,0.000285428856857428,0,0,0,0,0,0.000415167450871852,0,0,0,0,0
"饱和",0,0,0,0,0.000142714428428714,0,0,0.000347463516330785,0,0,0,0,0,0,0,0
"宝贵",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0.000342426663622874,0
"宝天",0,0,0,0,0.000761143618286475,0,0,0,0,0,0,0,0,0,0,0
"宝武",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"报警",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"暴利",0,0,0,0,0.000570857713714857,0,0,0,0,0,0,0,0,0,0.000342426663622874,0
"暴露",0,0,0,0,0.000229773797562328,0,0,0,0,0,0,0,0.000290443475559693,0,0.000275657744467395,0
"暴雨",0,0,0,0,0.000951429522858094,0,0,0,0,0,0,0,0,0,0,0
"暴增",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"爆棚",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"爆破",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"北上",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0.000342426663622874,0
"北向",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"辈出",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"背对背",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"倍增",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"备案",0,0,0,0,0.000229773797562328,0,0,0.000279712473856711,0,0,0,0,0,0,0,0.000110954585099644
"备付金",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"备好",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"备战",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"被害人",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"奔腾",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"本不应",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"本地",0,0,0,0,9.51429522858094e-05,0.000561797752808989,0,0.000231642344220524,0,0,0,0,0,0,0,9.18864283745291e-05
"本牌",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"本书",0,0,0,0,0.000574434493905819,0,0,0,0.000512746815133513,0,0,0,0,0.000664933232180298,0,0
"本位",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"本息",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"本意",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"本质",0,0,0,0,0.000666000666000666,0,0,0.000231642344220524,0,0,0,0,0,0,0.000456568884830499,0.000459432141872645
"本质属性",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"泵业",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"逼迫",0,0,0,0,0.000114886898781164,0,0,0,0,0,0,0,0,0,0.000275657744467395,0.000221909170199287
"逼死",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"鼻祖",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"比例",0,0,0,0,0.000283679434361447,0,0,0.000276267101677646,0.000126607757743354,0,0,0,0.000286865923738399,0.000164185721082378,0.000544524633234743,0.000219175793061177
"比年",0,0,0,0,0.000229773797562328,0,0.000423913901927127,0,0,0,0,0,0.000290443475559693,0,0,0
"比起",0,0,0,0,0.000285428856857428,0,0,0,0,0,0,0,0,0,0,0.000137829642561794
"比索",0,0,0,0,0.000114886898781164,0,0,0,0,0,0,0.00224774132362078,0,0,0,0.000221909170199287
"比特",0,0,0,0,0.000475714761429047,0,0,0.00138985406532314,0,0,0,0,0,0,0.00296769775139824,0.000183772856749058
"笔下",0,0,0,0,0.000459547595124655,0,0,0,0.000256373407566756,0,0,0,0,0,0,0.000110954585099644
"蓖麻",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"币后",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"币值",0,0,0,0,0.00323486037771752,0,0,0,0,0,0,0,0,0,0,0
"闭门",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"必需",0,0,0,0,0.000285428856857428,0,0,0,0,0,0,0,0,0,0,0.000137829642561794
"必需品",0,0,0,0,0.000570857713714857,0,0,0,0,0,0,0,0,0,0,0
"必要措施",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0.000398883127243718,0,0,0,0
"辟谣",0,0,0,0,0.000570857713714857,0,0,0,0,0,0,0,0,0,0,0.000137829642561794
"边界",0,0,0,0,0.000114886898781164,0,0,0,0.000256373407566756,0,0,0,0,0,0,0.000332863755298931
"编号",0,0,0,0,0.00114171542742971,0,0,0,0,0,0,0,0,0,0,0
"便会",0,0,0,0,0.000142714428428714,0.000421348314606742,0,0,0,0,0,0,0,0,0,0
"便利店",0,0,0,0,0.000142714428428714,0,0,0,0.000318471337579618,0,0,0,0,0,0,0
"便于",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"变更",0,0,0,0,0.000229773797562328,0,0,0,0.000256373407566756,0,0,0,0,0,0.000275657744467395,0
"变换",0,0,0,0,0.000142714428428714,0,0,0,0.000636942675159236,0,0,0,0,0,0,0
"变迁",0,0,0,0,0.000114886898781164,0,0,0,0.000256373407566756,0,0,0,0,0,0,0.000776682095697506
"变现",0,0,0,0,0.000114886898781164,0,0,0,0,0,0.000668429974890353,0,0,0,0.000275657744467395,0
"变异",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"标出",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"标识符",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"标题",0,0,0,0,9.51429522858094e-05,0,0,0,0,0.000330250990752972,0,0,0,0.000275330396475771,0,0.000183772856749058
"标志",0,0,0,0,0.000142714428428714,0,0,0.000694927032661571,0,0,0,0,0,0,0,0
"表示满意",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"表征",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"别的",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0,0.000275659285123587
"滨海",0,0,0,0,0.000951429522858094,0,0,0,0,0,0,0,0,0,0,0
"兵无常势",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"冰窟窿",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"冰箱",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"并用",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0,0.000137829642561794
"玻璃",0,0,0,0,0.000856286570572285,0,0,0,0,0,0.000830334901743703,0,0,0,0,0
"玻色",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"拨备",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"拨打",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"波动率",0,0,0,0,0.000114886898781164,0,0,0,0,0,0,0,0.000290443475559693,0,0,0.000332863755298931
"波及",0,0,0,0,0.000114886898781164,0,0,0,0,0,0,0,0,0,0.000275657744467395,0.000221909170199287
"波维稳",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"博彩",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"博蓝特",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"博士",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"卜蜂",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"补充资本金",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不比",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不便",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"不成问题",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不达",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不大不小",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不但",0,0,0,0,0.000428143285286142,0,0,0,0,0,0,0,0,0,0.000342426663622874,0
"不得了",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不低于",0,0,0,0,0.000285428856857428,0,0,0,0,0,0,0,0,0,0.000342426663622874,0
"不跌",0,0,0,0,0.000142714428428714,0,0,0.000347463516330785,0,0,0,0,0,0,0,0
"不断扩大",0,0,0,0,9.51429522858094e-05,0,0,0,0.000212314225053079,0.000330250990752972,0,0,0,0,0,9.18864283745291e-05
"不断提高",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0,0.000413488927685381
"不断完善",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不断增长",0,0,0,0,0.000142714428428714,0,0,0,0,0,0.000415167450871852,0,0,0,0,0
"不乏",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"不分",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不该",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不敢",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0,0.000275659285123587
"不顾",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0,0.000137829642561794
"不合理",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不济",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不具",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不绝于耳",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不堪设想",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不可抗力",0,0,0,0,0.000570857713714857,0,0,0,0,0,0,0,0,0,0,0
"不可逆转",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不良贷款",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"不良资产",0,0,0,0,0.00152228723657295,0,0,0,0,0,0,0,0,0,0,0
"不难",0,0,0,0,0.000285428856857428,0,0,0,0.000318471337579618,0,0,0,0,0,0,0
"不疲倦",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不然",0,0,0,0,0.000285428856857428,0,0,0,0,0,0,0,0.000360793746241732,0,0,0
"不实",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"不受",0,0,0,0,0.000159656715200289,0.000235684256336045,0,0,0.000178139268058666,0,0,0,0.000201812616369529,0,0,7.7096016958221e-05
"不退赃",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"不误",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不像",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0,0.000275659285123587
"不行",0,0,0,0,0.000114886898781164,0,0,0.000559424947713422,0,0,0,0,0,0,0,0.000221909170199287
"不锈",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不遗余力",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不易",0,0,0,0,0.000142714428428714,0,0,0,0.000318471337579618,0,0,0,0,0,0,0
"不应",0,0,0,0,0.000459547595124655,0,0,0,0,0.000398784263421209,0.00100264496233553,0,0,0,0,0
"不予",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不值钱",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"不足以",0,0,0,0,7.98283576001445e-05,0.000235684256336045,0,0,0.000178139268058666,0,0,0,0,0,0.000383077709191334,7.7096016958221e-05
"布鲁克",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"步步",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"步行街",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"部长",0,0,0,0,9.51429522858094e-05,0,0.00035106196243637,0,0.000636942675159236,0,0,0,0,0,0,9.18864283745291e-05
"部分行业",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"部委",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"才将",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"财团",0,0,0,0,0.000285428856857428,0,0,0,0.00191082802547771,0,0,0,0,0,0,0
"财政部",0,0,0,0,0.000478970145600867,0.000471368512672089,0.00029455360805909,0,0,0,0,0.000446236379500768,0,0,0,0.000154192033916442
"采集",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0.000342426663622874,0
"采掘",0,0,0,0,0.000285428856857428,0,0,0,0.000318471337579618,0,0,0,0,0,0,0
"采取任何",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0,0.000137829642561794
"采样",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"参与度",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"参与公司",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"参与人",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"参与者",0,0,0,0,0.000229773797562328,0,0,0,0,0,0,0,0,0.000332466616090149,0,0.000332863755298931
"惨重",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"沧州",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"沧州市",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"藏品",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"侧面",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0.000398883127243718,0,0,0,0
"层出不穷",0,0,0,0,0.000114886898781164,0,0,0,0,0,0,0,0,0,0.000275657744467395,0.000110954585099644
"查个",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"查看",0,0,0,0,0.000428143285286142,0,0,0,0.000318471337579618,0,0,0,0,0,0,0
"察觉",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"差别",0,0,0,0,0.000142714428428714,0,0,0,0,0.000990752972258917,0,0,0,0,0,0
"差得",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"差得远",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"拆借",0,0,0,0,0.000428143285286142,0,0,0,0,0,0,0,0,0,0,0.000137829642561794
"产成品",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"产权",0,0,0,0,0.00103398208903047,0,0,0.000839137421570133,0.000256373407566756,0,0,0,0,0,0,0
"产业发展",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"产业资本",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"场景",0,0,0,0,9.51429522858094e-05,0,0,0.000231642344220524,0.000212314225053079,0,0,0,0,0,0,9.18864283745291e-05
"场内",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0,0.000275659285123587
"场所",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0,0.000137829642561794
"场外",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0,0.000826977855370762
"常规",0,0,0,0,0.000142714428428714,0,0,0,0,0,0,0.000398883127243718,0,0,0,0
"常人",0,0,0,0,0.000114886898781164,0,0,0,0.000256373407566756,0,0,0,0.000290443475559693,0,0,0
"长篇",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"长期存在",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"长期投资",0,0,0,0,0.000344660696343491,0,0,0,0,0,0,0,0,0,0.000275657744467395,0.000110954585099644
"长期以来",0,0,0,0,0.000190285904571619,0,0,0,0,0,0.000276778300581234,0,0,0.000275330396475771,0.000228284442415249,0
"长信",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"偿付",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"偿还",0,0,0,0,9.51429522858094e-05,0,0,0.000231642344220524,0,0,0,0,0,0,0.000456568884830499,9.18864283745291e-05
"偿债",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"敞口",0,0,0,0,0.000159656715200289,0,0,0,0,0,0.000232226945075095,0.000223118189750384,0.00221993878006482,0,0,0.000154192033916442
"畅谈",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"倡议",0,0,0,0,0.000142714428428714,0,0,0,0.00127388535031847,0,0,0,0,0,0,0
"超车",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"超额完成",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"超配",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"超市",0,0,0,0,0.00247371675943105,0,0,0,0,0,0,0,0,0,0,0
"超亿",0,0,0,0,0.000380571809143238,0,0,0,0,0,0,0,0,0,0,0
"抄起",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"彻夜难眠",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"沉淀",0,0,0,0,0.000285428856857428,0,0,0,0,0,0,0,0.000360793746241732,0,0,0
"沉默",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"沉睡",0,0,0,0,0.000761143618286475,0,0,0,0,0,0,0,0,0,0,0
"陈某",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"称霸",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"城市交通",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
"城乡",0,0,0,0,0.000856286570572285,0,0,0,0,0,0,0,0,0,0.000342426663622874,0
"城乡之间",0,0,0,0,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0
